X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,ALT_PHONE,TYPE,COUNTY,COUNTYFIPS,ST_FIPS,COUNTRY,REGION,LATITUDE,LONGITUDE,STATE_ID,NAICS_CODE,OWNER,TTL_STAFF,BEDS,TRAUMA
571158.52157158,459936.874314152,103,Specialty Hospital of Central Jersey,600 USHY 9,LAKEWOOD,NJ,08701,,,NON ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,40.09581026,-74.2174799,,,,,9999999,
426731.41475708,530059.980458736,104,St. Lawrence Rehabilitation Center,2381 LAWRENCEVILLE ROAD,LAWRENCEVILLE,NJ,08648,609-896-9500,,NON ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.28842476,-74.73442678,,,,,9999999,
546189.354318414,703112.727200322,105,Saint Barnabas Medical Center,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,07039,973-322-5000,973-322-8258,ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.76354769,-74.30481635,,,,,622,
636142.836156495,532876.462030485,106,Monmouth Medical Center,300 SECOND AVENUE,LONG BRANCH,NJ,07740,732-222-5200,,ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.29524204,-73.98367047,,,,,527,
634674.34335858,536149.398069903,107,Monmouth Family Health Center - Broadway,270 BROADWAY,LONG BRANCH,NJ,07740,732-923-7100,917-453-4827,FEDERALLY QUALIFIED HEALTH CENTERS,MONMOUTH,34025,34,US,CENTRAL EAST,40.30425001,-73.98886739,,,,,9999999,
636150.531022996,532941.728304155,108,Monmouth Family Health Center - Dental Clinic,300 SECOND AVE,LONG BRANCH,NJ,07740,732-923-6585,,FEDERALLY QUALIFIED HEALTH CENTERS,MONMOUTH,34025,34,US,CENTRAL EAST,40.29542108,-73.98364152,,,,,9999999,
636438.20203558,533510.165815569,109,Women's Wellness Center of Monmouth Family Health Center,80 PAVILLION AVENUE,LONG BRANCH,NJ,07740,732-963-0114,,FEDERALLY QUALIFIED HEALTH CENTERS,MONMOUTH,34025,34,US,CENTRAL EAST,40.2969769,-73.9825983,,,,,9999999,
636140.351581413,532872.51354757,110,AcuteCare Specialty Hospital of Monmouth,300 2ND AVE,LONG BRANCH,NJ,07740,,,NON ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.29523124,-73.98367946,,,,,9999999,
552694.153316662,323385.936130486,111,Southern Ocean Medical Center,1140 ROUTE 72 WEST,MANAHAWKIN,NJ,08050,609-597-6011,609-978-8900,ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,39.72106632,-74.28466107,,,,,176,
551338.360096496,320469.29727874,112,Ocean Health Initiatives- Stafford,333 HAYWOOD RD,MANAHAWKIN,NJ,08050,609-489-0110,,FEDERALLY QUALIFIED HEALTH CENTERS,OCEAN,34029,34,US,CENTRAL EAST,39.71306757,-74.28950561,,,,,9999999,
374683.003762245,382023.768329658,113,Virtua West Jersey Hospital - Marlton,90 BRICK ROAD,MARLTON,NJ,08053,856-355-6200,,ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,39.881499,-74.918512,,,,,188,
374771.766379997,382359.622644819,114,Marlton Rehabilitation Hospital,92 BRICK ROAD,MARLTON,NJ,08053,856-988-8778,800-988-9828,NON ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,39.88242218,-74.9182013,,,,,9999999,
374794.050784245,382452.621146485,115,Weisman Children's Rehabilitation Hospital,92 BRICK ROAD,MARLTON,NJ,08053,609-489-4520,877-543-8774,NON ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,39.88267778,-74.91812344,,,,,9999999,
339641.259541411,210385.417053238,116,Millville Community Health Center,1200 N. HIGH STREET,MILLVILLE,NJ,08332,856-451-4700,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.40976263,-75.03970441,,,,,9999999,
574173.178599995,720743.009196907,117,Hackensack UMC Mountainside,1 BAY AVENUE,MONTCLAIR,NJ,07042,973-429-6000,973-429-6600,ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.811727,-74.203574,,,,,347,
501681.362297829,712507.515169241,118,Morristown Medical Center,100 MADISON AVENUE,MORRISTOWN,NJ,07962-1956,973-971-5000,973-971-5555,ACUTE CARE HOSPITALS,MORRIS,34027,34,US,NORTH WEST,40.78949627,-74.46548742,,,,,693,Level II
496241.984725162,715875.163617656,119,Zufall Health Center at Morristown,2-4 ATNO AVENUE,MORRISTOWN,NJ,07960,973-267-0002,,FEDERALLY QUALIFIED HEALTH CENTERS,MORRIS,34027,34,US,NORTH WEST,40.79874464,-74.48513046,,,,,9999999,
497230.306895494,716316.992458403,120,Atlantic Rehabilitation Institute,95 USHY 202,MORRISTOWN,NJ,07960,,,NON ACUTE CARE HOSPITALS,MORRIS,34027,34,US,NORTH WEST,40.79995694,-74.48156016,,,,,9999999,
489670.269522164,729411.736938156,121,Greystone Park Psychiatric Hospital,59 KOCH AVENUE,MORRISTOWN,NJ,07950-4400,973-538-1800,,NON ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.83590289,-74.50887341,,,,,9999999,
495040.175448995,712577.478611991,122,Morristown Memorial Hospital - Mt. Kemble Division,95 MOUNT KIMBLE AVENUE,MORRISTOWN,NJ,07962,973-971-5450,,NON ACUTE CARE HOSPITALS,MORRIS,34027,34,US,NORTH WEST,40.789693,-74.489473,,,,,9999999,
453502.711279996,413189.228636406,123,Buttonwood Hospital of Burlington County,600 PEMBERTON-BROWNS MILLS ROAD,MOUNT HOLLY,NJ,08060,609-726-7000,,NON ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,39.967734,-74.637807,,,,,9999999,
532641.367306828,668908.586619236,124,Children's Specialized Hospital at Mountainside,150 NEW PROVIDENCE ROAD,MOUNTAINSIDE,NJ,07092,908-301-5534,,NON ACUTE CARE HOSPITALS,UNION,34039,34,US,CENTRAL EAST,40.669729,-74.353933,,,,,9999999,
409400.308671329,419944.98054482,125,Virtua Memorial Hospital of Burlington County,175 MADISON AVENUE,MT. HOLLY,NJ,08060,609-267-0700,,ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,39.985987,-74.795244,,,,,369,
620397.228868246,501204.34755332,126,Jersey Shore University Medical Center,1945 ROUTE 33,NEPTUNE,NJ,07753,732-775-5500,,ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.20853511,-74.04070776,,,,,558,Level II
506037.59964833,605482.592736572,127,Robert Wood Johnson University Hospital,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,08903-2601,732-828-3000,,ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.49570033,-74.44997405,,,,,610,Level I
503371.086936746,607516.344574571,128,Saint Peter's University Hospital,254 EASTON AVENUE,NEW BRUNSWICK,NJ,08901,732-745-8600,732-843-4263,ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.501287,-74.45955906,,,,,474,
508592.567307413,602874.509698153,129,Eric B. Chandler Health Center,277 GEORGE STREET,NEW BRUNSWICK,NJ,08901,732-235-6700,,FEDERALLY QUALIFIED HEALTH CENTERS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.48853645,-74.44079308,,,,,9999999,
507337.995341495,605514.532633319,130,Eric B. Chandler Health Center Church Street Annex,123 CHURCH STREET,NEW BRUNSWICK,NJ,08901,732-235-2052,,FEDERALLY QUALIFIED HEALTH CENTERS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.49578589,-74.44529796,,,,,9999999,
506121.625070829,605705.391175486,131,Children's Specialized Hospital - New Brunswick,146 SOMERSET ST,NEW BRUNSWICK,NJ,08901,,,NON ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.49631181,-74.44967145,,,,,9999999,
571725.11000533,683661.384213321,132,Newark Beth Israel Medical Center,201 LYONS AVENUE AT OSBORNE,NEWARK,NJ,07112,973-926-7000,,ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.70996132,-74.21285675,,,,,673,
582360.186832245,695766.566367738,133,Saint Michael's Medical Center,111 CENTRAL AVENUE,NEWARK,NJ,07102,973-877-5000,973-877-5411,ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.743088,-74.174331,,,,,357,
577780.22387933,694857.831636652,134,University Hospital,150 BERGEN ST.,NEWARK,NJ,07103,973-972-1000,973-972-6000,ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.740639,-74.190872,,,,,519,Level I
571077.256642245,684543.778773986,135,George Washington Carver,333 CLINTON PLACE,NEWARK,NJ,07112,973-705-3880,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.71238928,-74.21518343,,,,,9999999,
573860.392152078,676369.015924074,136,Newark Community Health Center,101 LUDLOW STREET,NEWARK,NJ,07114,973-565-0355,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.68992435,-74.2052424,,,,,9999999,
585470.61105758,690211.078462988,137,Newark Community Health Center St. James Hospital,155 JEFFERSON ST,NEWARK,NJ,07105,973-483-1399,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.72780612,-74.16318217,,,,,9999999,
586544.066587828,707481.846414819,138,"Newark Community Health Centers, Inc",741 BROADWAY,NEWARK,NJ,07104,973-483-1300,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.77520238,-74.15906682,,,,,9999999,
581119.107293412,692677.779894404,139,Newark Homeless Health Care Project,110 WILLIAM STREET,NEWARK,NJ,07102,973-733-5300,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.73462191,-74.17885093,,,,,9999999,
577755.084493913,695807.649290822,140,Rutgers Community Health Center,65 BERGEN ST,NEWARK,NJ,07107,973-972-9620,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.74324647,-74.19095066,,,,,9999999,
585602.738746081,690672.13987682,141,Saint James Health,228 LAFAYETTE ST,NEWARK,NJ,07105,973-789-8111,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.72907033,-74.16269903,,,,,9999999,
577514.450132661,687128.473407738,142,Teen Health Center - Malcolm X Shabazz,80 JOHNSON AVENUE,NEWARK,NJ,07108,973-623-8592,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.71942461,-74.19192903,,,,,9999999,
581026.975587912,700654.020503573,143,The Bear Zone at Barringer High School,90 PARKER STREET,NEWARK,NJ,07104,973-497-5751,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.75651739,-74.17907817,,,,,9999999,
579872.684917495,690989.823296569,144,The Health Place at Quitman Street School,21 QUITMAN STREET,NEWARK,NJ,07103,973-424-4329,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.73000093,-74.18337076,,,,,9999999,
574272.188572578,678007.72819782,145,The Rainbow Room - Dayton Street School,226 DAYTON STREET,NEWARK,NJ,07114,973-733-8781,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.69441882,-74.20373745,,,,,9999999,
583680.983403247,693508.33499182,146,Catholic Community Services - Mount Carmel Guild,58 FREEMAN STREET,NEWARK,NJ,07105,973-596-4190,,NON ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.73687567,-74.16959482,,,,,9999999,
578811.062368829,706623.530546159,147,Columbus Hospital,495 N 13TH ST,NEWARK,NJ,07107,973-268-1400,973-877-5000,NON ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.77292545,-74.18700032,,,,,0,
577332.376021747,690785.159007736,148,The Health Center at Central High School,246 18TH AVE,NEWARK CITY,NJ,07108,,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.72946391,-74.19253973,,,,,9999999,
305540.592834745,172705.810982153,149,Kids' Corner - Downe Elementary School,ROUTE 553,NEWPORT,NJ,08345,856-447-3227,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.30569106,-75.15942058,,,,,9999999,
418131.700329244,810275.015499987,150,Newton Medical Center,175 HIGH STREET,NEWTON,NJ,07860,973-383-2121,973-579-8645,ACUTE CARE HOSPITALS,SUSSEX,34037,34,US,NORTH WEST,41.057554,-74.768321,,,,,148,
423304.955402661,809691.932020485,151,Neighborhood Health Center - Newton,238 SPRING STREET,NEWTON,NJ,07860,973-383-7001,,FEDERALLY QUALIFIED HEALTH CENTERS,SUSSEX,34037,34,US,NORTH WEST,41.05599568,-74.74955553,,,,,9999999,
631541.575345911,714466.437760569,152,Palisades Medical Center,7600 RIVER ROAD,NORTH BERGEN,NJ,07047,201-854-5000,,ACUTE CARE HOSPITALS,HUDSON,34017,34,US,NORTH EAST,40.79377994,-73.99644698,,,,,202,
623156.973348744,709293.246663406,153,NHCAC North Bergen,1116 43RD STREET,NORTH BERGEN,NJ,07047,201-330-2632,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.77970822,-74.02683086,,,,,9999999,
541325.073364578,564533.154950574,154,Raritan Bay Medical Center - Old Bridge,1 HOSPITAL PLAZA,OLD BRIDGE,NJ,08857,732-360-1000,732-442-3700,ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.38316349,-74.32338057,,,,,119,
567207.826060914,706716.739021152,155,Orange Community Health Center,37 NORTH DAY STREET,ORANGE,NJ,07050,973-395-2611,,FEDERALLY QUALIFIED HEALTH CENTERS,ESSEX,34013,34,US,NORTH EAST,40.77328733,-74.22889513,,,,,9999999,
612953.089557078,773598.354601488,156,Bergen Regional Medical Center L.P.,230 EAST RIDGEWOOD AVENUE,PARAMUS,NJ,07652,201-967-4000,,ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.956363,-74.062517,,,,,1070,
592312.600326329,738095.799622491,157,St. Mary's Hospital,350 BOULEVARD,PASSAIC,NJ,07055,973-365-4300,,ACUTE CARE HOSPITALS,PASSAIC,34031,34,US,NORTH WEST,40.859172,-74.137781,,,,,220,
599990.003934745,737902.250468902,158,NHCAC CHC at 8th Street Passaic,148 8TH STREET,PASSAIC,NJ,07055,973-470-3033,,FEDERALLY QUALIFIED HEALTH CENTERS,PASSAIC,34031,34,US,NORTH WEST,40.85855023,-74.11002764,,,,,9999999,
594597.072135329,732383.198186822,159,NHCAC CHC at Passaic,110 MAIN AVENUE,PASSAIC,NJ,07055,973-777-0256,,FEDERALLY QUALIFIED HEALTH CENTERS,PASSAIC,34031,34,US,NORTH WEST,40.84346521,-74.12960916,,,,,9999999,
584559.003300745,753885.565286987,160,St. Joseph's Regional Medical Center,703 MAIN STREET,PATERSON,NJ,07503,973-754-2000,973-754-2025,ACUTE CARE HOSPITALS,PASSAIC,34031,34,US,NORTH WEST,40.902598,-74.165595,,,,,660,Level II
582713.556204244,761718.638859652,161,Paterson Community Health Center,32 CLINTON STREET,PATERSON,NJ,07522,973-790-6594,,FEDERALLY QUALIFIED HEALTH CENTERS,PASSAIC,34031,34,US,NORTH WEST,40.92411809,-74.17216514,,,,,9999999,
584628.143582411,759774.369454235,162,Paterson Community Health Center,227 BROADWAY,PATERSON,NJ,07501,973-278-2600,,FEDERALLY QUALIFIED HEALTH CENTERS,PASSAIC,34031,34,US,NORTH WEST,40.91876139,-74.16526336,,,,,9999999,
284013.882935494,364257.177878655,163,CAMcare Paulsboro,1315 NORTH DELAWARE STREET,PAULSBORO,NJ,08066,856-687-2200,,FEDERALLY QUALIFIED HEALTH CENTERS,GLOUCESTER,34015,34,US,SOUTH,39.83111017,-75.24107125,,,,,9999999,
453128.937093161,684532.290279903,164,The Matheny School and Hospital,HIGHLAND AVE   ST,PEAPACK,NJ,07934,908-234-0011,,NON ACUTE CARE HOSPITALS,SOMERSET,34035,34,US,CENTRAL WEST,40.71262337,-74.64067943,,,,,9999999,
444389.852209162,413843.731264405,165,Southern Jersey Family Medical Center - Buttonwood,600 PEMBERTON-BROWNS MILLS ROAD,PEMBERTON,NJ,08064,609-894-1100,,FEDERALLY QUALIFIED HEALTH CENTERS,BURLINGTON,34005,34,US,SOUTH,39.96948764,-74.67032628,,,,,9999999,
553029.000087913,614105.323194489,166,Raritan Bay Medical Center - Perth Amboy,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,08861,732-442-3700,,ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.519174,-74.280924,,,,,388,
556403.359808996,608471.908608325,167,Jewish Renaissance Foundation-Community Action Agency,149 KEARNY AVE,PERTH AMBOY,NJ,08861,732-324-2114X124,,FEDERALLY QUALIFIED HEALTH CENTERS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.50368604,-74.2688393,,,,,9999999,
556253.361421328,610226.744337492,168,Jewish Renaissance Medical Center,275A  HOBART STREET,PERTH AMBOY,NJ,08861,732-376-9333,732-376-6655,FEDERALLY QUALIFIED HEALTH CENTERS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.50850433,-74.26936223,,,,,9999999,
556255.20196883,610230.024186574,169,Jewish Renaissance Medical Center Dental/Medical Mobile Van,275 HOBART STREET,PERTH AMBOY,NJ,08861,732-376-6632,,FEDERALLY QUALIFIED HEALTH CENTERS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.50851332,-74.26935558,,,,,9999999,
551627.725331411,614857.668146491,170,Care One at Raritan Bay Medical Center,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,08861,,,NON ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.52124871,-74.28595792,,,,,9999999,
304025.944945414,681373.699484237,171,St Luke's Warren Hospital,185 ROSEBERRY ST.,PHILLIPSBURG,NJ,08865,908-859-6800,908-859-6800,ACUTE CARE HOSPITALS,WARREN,34041,34,US,NORTH WEST,40.702045,-75.178457,,,,,214,
299298.998362578,680862.493813738,172,Neighborhood Health Center - Phillipsburg,427 N MAIN ST,PHILLIPSBURG,NJ,08865,908-454-4600,,FEDERALLY QUALIFIED HEALTH CENTERS,WARREN,34041,34,US,NORTH WEST,40.70054037,-75.19549087,,,,,9999999,
500635.195426911,616101.735540241,173,University Behavioral Healthcare,671 HOES LANE,PISCATAWAY,NJ,08854,609-969-5300,,NON ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.524858,-74.469387,,,,,9999999,
508525.325643994,643165.625966154,174,Clinton Elementary School,CLINTON AVE AND W 4TH ST,PLAINFIELD,NJ,07063,908-731-4288,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.59914011,-74.44093778,,,,,9999999,
506776.176911328,645189.026446909,175,Jefferson Elementary School,1200 MYRTLE AVENUE,PLAINFIELD,NJ,07063,908-731-4288,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.60469756,-74.44723276,,,,,9999999,
516491.850065246,647840.906641819,176,Neighborhood Health Center - Cardinal,950 PARK AVENUE,PLAINFIELD,NJ,07060,908-754-5840,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.61195589,-74.41223053,,,,,9999999,
511163.995891578,646063.438411988,177,Neighborhood Health Center - The Healthy Place,427 DARROW AVENUE,PLAINFIELD,NJ,07060,908-731-4288,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.60708959,-74.4314268,,,,,9999999,
504549.78208591,643297.606017157,178,Neighborhood Health Services - Plainfield,1700-58 MYRTLE AVENUE,PLAINFIELD,NJ,07063,908-753-6401,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.59950884,-74.45525498,,,,,9999999,
513879.975039661,649295.440150075,179,Stillman Elementary School,201 W. 4TH STREET,PLAINFIELD,NJ,07060,908-731-4288,,FEDERALLY QUALIFIED HEALTH CENTERS,UNION,34039,34,US,CENTRAL EAST,40.61595546,-74.42163401,,,,,9999999,
518856.411280997,645990.216773652,180,JFK-Muhlenberg SED,1200 RANDOLPH ROAD,PLAINFIELD,NJ,07061,908-668-2000,732-321-7000,SATELLITE EMERGENCY DEPARTMENTS,UNION,34039,34,US,CENTRAL EAST,40.60686882,-74.40372052,,,,,9999999,
457486.722668912,548716.942488573,181,University Medical Center of Princeton at Plainsboro,1 PLAINSBORO RD,PLAINSBORO,NJ,08536,609-853-6500,,ACUTE CARE HOSPITALS,MIDDLESEX,34023,34,US,CENTRAL EAST,40.33981297,-74.62426829,,,,,219,
483580.257423997,200216.151630655,182,Pleasantville Center,932 SOUTH MAIN STREET,PLEASANTVILLE,NJ,08232,609-383-0880,,FEDERALLY QUALIFIED HEALTH CENTERS,ATLANTIC,34001,34,US,SOUTH,39.38308928,-74.53023347,,,,,9999999,
618129.455844745,455120.053567238,183,Ocean Care SED,1517 RICHMOND AVE,POINT PLEASANT,NJ,08742,,,SATELLITE EMERGENCY DEPARTMENTS,OCEAN,34029,34,US,CENTRAL EAST,40.08205571,-74.04966372,,,,,9999999,
480715.105345912,235159.852740489,184,Atlanticare Regional Medical Center Mainland Division,JIMMIE LEEDS ROAD,POMONA,NJ,08240,609-652-1000,,ACUTE CARE HOSPITALS,ATLANTIC,34001,34,US,SOUTH,39.479029,-74.540426,,,,,349,
481068.974060744,234985.964964904,185,Bacharach Institute for Rehabilitation,61 WEST JIMMIE LEEDS ROAD,POMONA,NJ,08240,609-652-7000,,NON ACUTE CARE HOSPITALS,ATLANTIC,34001,34,US,SOUTH,39.478552,-74.539172,,,,,9999999,
544541.638125662,774203.057788402,186,Chilton Medical Center,97 WEST PARKWAY,POMPTON PLAINS,NJ,07444,973-831-5000,888-244-5866,ACUTE CARE HOSPITALS,MORRIS,34027,34,US,NORTH WEST,40.95869663,-74.31020878,,,,,9999999,
449381.265454661,566489.650381409,187,Princeton House Behavioral Health,905 HERRONTOWN ROAD,PRINCETON,NJ,08540,609-497-3300,800-242-2500,NON ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.38856748,-74.65345757,,,,,9999999,
550071.141502328,648327.363674156,188,Robert Wood Johnson University Hospital at Rahway,865 STONE STREET,RAHWAY,NJ,07065,732-381-4200,,ACUTE CARE HOSPITALS,UNION,34039,34,US,CENTRAL EAST,40.613136,-74.291272,,,,,251,
550239.414131664,647932.165317573,189,Kindred Hospital New Jersey - Rahway,865 STONE ST,RAHWAY,NJ,07065,,,NON ACUTE CARE HOSPITALS,UNION,34039,34,US,CENTRAL EAST,40.61205006,-74.29066925,,,,,9999999,
613784.154824078,554099.822470821,190,Riverview Medical Center,1 RIVERVIEW PLAZA,RED BANK,NJ,07701,732-741-2700,732-741-2700,ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.353833,-74.063453,,,,,492,
610394.228533078,554054.232338905,191,Red Bank Community Health Center,176 RIVERSIDE AVENUE,RED BANK,NJ,07701,732-219-6620,732-774-6333,FEDERALLY QUALIFIED HEALTH CENTERS,MONMOUTH,34025,34,US,CENTRAL EAST,40.35375312,-74.07561751,,,,,9999999,
602395.422024161,783613.454321906,192,Valley Hospital,223 NORTH VAN DIEN AVENUE,RIDGEWOOD,NJ,07450,201-447-8000,201-447-8004,ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.98399156,-74.10057668,,,,,484,
609182.339224581,752719.794652656,193,Select Specialty Hospital Northeast New Jersey,96 PARKWAY,ROCHELLE PARK,NJ,07662,,,NON ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.89910542,-74.07653548,,,,,9999999,
604727.209027246,751601.080026574,194,Kessler Institute for Rehabilitation - North Facility,300 MARKET STREET,SADDLE BROOK,NJ,07663,201-587-8500,,NON ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.89609274,-74.09267078,,,,,9999999,
225967.035118662,278281.029949404,195,Memorial Hospital of Salem County,310 WOODSTOWN RD,SALEM,NJ,08079,856-935-1000,856-935-6059,ACUTE CARE HOSPITALS,SALEM,34033,34,US,SOUTH,39.59359,-75.444524,,,,,140,
220776.913937245,268789.420979902,196,Salem Center,238 EAST BROADWAY,SALEM,NJ,08079,856-935-7711,,FEDERALLY QUALIFIED HEALTH CENTERS,SALEM,34033,34,US,SOUTH,39.56738265,-75.46257937,,,,,9999999,
280820.59535883,233701.479672991,197,Colt Connection - Cumberland Regional High School,90 SILVER LAKE ROAD,SEABROOK,NJ,08302,856-451-9400,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.47262253,-75.24856563,,,,,9999999,
610307.842550997,713623.749157235,198,Meadowlands Hospital Medical Center,55 MEADOWLANDS PARKWAY,SECAUCUS,NJ,07096-1580,201-392-3200,,ACUTE CARE HOSPITALS,HUDSON,34017,34,US,NORTH EAST,40.79177602,-74.07315308,,,,,230,
614361.422698412,710851.255030319,199,Meadowview Psychiatric Hospital,595 COUNTY AVENUE,SECAUCUS,NJ,07094,201-207-3695,,NON ACUTE CARE HOSPITALS,HUDSON,34017,34,US,NORTH EAST,40.78411068,-74.05856331,,,,,9999999,
465719.550035246,631767.294104069,200,Robert Wood Johnson University Hospital Somerset,110 REHILL AVE,SOMERVILLE,NJ,08876,908-685-2200,,ACUTE CARE HOSPITALS,SOMERSET,34035,34,US,CENTRAL WEST,40.56782663,-74.59505334,,,,,355,
465641.187987246,175335.029476985,201,Shore Medical Center,ONE EAST NEW YORK AVENUE,SOMMERS POINT,NJ,08244,609-653-3500,609-653-3545,ACUTE CARE HOSPITALS,ATLANTIC,34001,34,US,SOUTH,39.31474,-74.593612,,,,,332,
349319.678504746,362734.599887073,202,Kennedy Memorial Hospitals UMC Stratford,18 EAST LAUREL ROAD,STRATFORD,NJ,08084,856-346-6000,856-346-7816,ACUTE CARE HOSPITALS,CAMDEN,34007,34,US,SOUTH,39.82818251,-75.00850148,,,,,236,
532607.245655913,684434.395790659,203,Overlook Medical Center,99 BEAUVOIR AVENUE,SUMMIT,NJ,07902-0220,908-522-5529,908-522-2000X3383,ACUTE CARE HOSPITALS,UNION,34039,34,US,CENTRAL EAST,40.712348,-74.353963,,,,,568,
530128.923184745,684977.253300741,204,Summit Oaks Hospital,19 PROSPECT STREET,SUMMIT,NJ,07901,908-522-7000,800-753-5223,NON ACUTE CARE HOSPITALS,UNION,34039,34,US,CENTRAL EAST,40.71384912,-74.3629004,,,,,9999999,
463651.985928912,864630.700751655,205,Saint Clare's Sussex SED,20 WALNUT ST.,SUSSEX,NJ,07461,973-702-2600,973-702-2715,SATELLITE EMERGENCY DEPARTMENTS,SUSSEX,34037,34,US,NORTH WEST,41.207017,-74.603487,,,,,106,
627476.880063247,746906.194075152,206,Holy Name Medical Center,718 TEANECK ROAD,TEANECK,NJ,07666,201-833-3000,,ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.882886,-74.010473,,,,,361,
