OBJECTID,ROUTE,REFPT,ENDREFPT,LENGTH_,UPDATEYR,AADT,AADTYR,COUNTYEAR,AADTDERIV,AADTSINGLE,AADTCOMB,OFFPKTRK,YR20FACTOR,DHV,DD,ROUTECAPAC,EDLA,VCRATIO,VCRATIO20,ROADTERRAIN,SEASONALGROUPID,COUNTSTATIONID,CALYR,PCTOFFPKSU,PCTOFFPKCOMB,AADTTRUCKS,RUNLENGTH_FROM,RUNLENGTH_TO,ISRAMP,PCTDHSU,PCTDHCOMB,DHTRK
766,006G,272.65,273.958,1.325,2022,36000,2022,2020,2,940,680,4.5,1.0900000333786,9.5,52,5800,0,0.610000014305115,0.660000026226044,2,6,100326,2022,2.59999990463257,1.89999997615814,1620,15.508,16.833,,0.140000000596046,0.0299999993294477,0.200000002980232
767,470B,20.547,24.477,4.022,2022,30000,2022,2022,0,360,600,3.20000004768372,1.45000004768372,14,52,8450,0,0.519999980926514,0.75,2,6,106453,2022,1.20000004768372,2,960,20.529,24.551,,0.129999995231628,0.119999997317791,0.300000011920929
768,050B,399.375,400.16,0.831,2022,4700,2022,2020,2,110,530,13.6000003814697,1.00999999046326,11.5,57,3550,0,0.170000001788139,0.170000001788139,2,2,102380,2022,2.40000009536743,11.1999998092651,640,83.725,84.556,,0.379999995231628,0.479999989271164,0.899999976158142
769,070A,166.635,171.105,4.586,2022,43000,2022,2020,2,900,2500,7.80000019073486,1.23000001907349,11,60,6500,0,0.870000004768372,1.07000005245209,3,4,103025,2022,2.09999990463257,5.69999980926514,3400,167.457,172.043,,0.159999996423721,0.28999999165535,0.5
770,052A,19.962,20.037,0.079,2022,15000,2022,2020,2,470,380,5.59999990463257,1.35000002384186,11.5,57,2000,0,0.980000019073486,1.32000005245209,2,2,102459,2022,3.09999990463257,2.5,850,19.972,20.051,,0.109999999403954,0.0700000002980232,0.200000002980232
771,085A,131.561,132,0.448,2022,23000,2022,2022,0,280,230,2.20000004768372,1.24000000953674,10,56,2600,0,0.990000009536743,1.23000001907349,2,6,103641,2022,1.20000004768372,1,510,4.011,4.459,,0.0500000007450581,0.00999999977648258,0.100000001490116
772,025A,139.869,141.139,1.258,2022,134000,2022,2022,0,5400,6300,8.69999980926514,1.25999999046326,7.5,55,12100,0,0.910000026226044,1.14999997615814,1,5,100963,2022,4,4.69999980926514,11700,139.825,141.083,,0.0799999982118607,0.129999995231628,0.200000002980232
773,160A,142.944,143.548,0.583,2022,14000,2022,2022,0,380,290,4.80000019073486,1.19000005722046,9,57,3300,0,0.439999997615814,0.519999980926514,1,6,104827,2022,2.70000004768372,2.09999990463257,670,142.102,142.685,,0.150000005960464,0.150000005960464,0.300000011920929
774,025C,1.153,1.366,0.211,2022,3300,2022,2020,2,150,120,7.90000009536743,1,11.5,57,1720,0,0.25,0.25,2,2,101045,2022,4.40000009536743,3.5,270,1.187,1.398,,0.0599999986588955,0.00999999977648258,0.100000001490116
775,368A,0,5.021,4.999,2022,420,2022,2021,1,40,40,17.6000003814697,1.33000004291534,11.5,57,2850,0,0.0199999995529652,0.0299999993294477,2,2,105419,2022,8.80000019073486,8.80000019073486,80,0,4.999,,0.28999999165535,1.00999999046326,1.29999995231628
776,131B,47.922,50.036,2.088,2022,2400,2022,2022,0,80,80,6.40000009536743,1.23000001907349,11,57,2050,0,0.150000005960464,0.180000007152557,3,2,104539,2022,3.20000004768372,3.20000004768372,160,47.801,49.889,,1.11000001430511,0.0399999991059303,1.20000004768372
777,040A,197.318,201.706,4.374,2022,2500,2022,2021,1,90,100,7.5,1.1599999666214,15,58,2100,0,0.209999993443489,0.239999994635582,3,3,101862,2022,3.5,4,190,196.741,201.115,,0.560000002384186,0.319999992847443,0.899999976158142
778,225A,6.886,7.921,1.05,2022,160000,2022,2021,1,5100,5800,6.80000019073486,1.22000002861023,7.5,55,12300,0,1.07000005245209,1.30999994277954,1,5,106446,2022,3.20000004768372,3.59999990463257,10900,6.912,7.962,,0.25,0.28999999165535,0.5
779,034A,149.23,149.633,0.346,2022,2300,2022,2019,3,70,280,15,1.25999999046326,11,100,1510,0,0.170000001788139,0.209999993443489,2,2,902225,2022,3,12,350,148.485,148.831,,0.330000013113022,1.37000000476837,1.70000004768372
780,085L,293.152,309.542,16.374,2022,3300,2022,2022,5,120,610,21.8999996185303,1.46000003814697,11.5,53,2900,0,0.140000000596046,0.200000002980232,2,2,000215,2022,3.5,18.3999996185303,730,27.15,43.524,,0.200000002980232,1,1.20000004768372
781,075B,8.402,8.524,0.129,2022,7100,2022,2020,2,130,40,2.40000009536743,1.12000000476837,14,86,2050,0,0.829999983310699,0.930000007152557,2,6,103352,2022,1.89999997615814,0.5,170,3.2,3.329,,0.0500000007450581,0.00999999977648258,0.100000001490116
782,006G,284.187,284.657,0.487,2022,153000,2022,,4,1700,770,1.60000002384186,1.12000000476837,7.5,52,12400,0,0.959999978542328,1.08000004291534,1,6,100340,2022,1.10000002384186,0.5,2470,27.105,27.592,,0.0399999991059303,0.00999999977648258,0.100000001490116
783,096A,53.965,54.266,0.294,2022,18000,2022,2021,1,290,70,2,1.0900000333786,10,54,3500,0,0.560000002384186,0.610000014305115,2,6,106697,2022,1.60000002384186,0.400000005960464,360,53.234,53.528,,0.109999999403954,0.0199999995529652,0.100000001490116
784,014C,144.152,147,2.885,2022,8600,2022,2020,2,460,310,9,1.46000003814697,11.5,57,2800,0,0.400000005960464,0.579999983310699,2,2,100644,2022,5.40000009536743,3.59999990463257,770,9.153,12.038,,2.1800000667572,0.75,2.90000009536743
785,006A,11.08,11.179,0.095,2022,830,2022,2018,3,40,60,12.1000003814697,1.33000004291534,11,57,1900,0,0.0500000007450581,0.0700000002980232,2,2,203801,2022,4.5,7.59999990463257,100,0,0.095,,0.409999996423721,0.360000014305115,0.800000011920929
786,287C,298.843,300.847,2.007,2022,38000,2022,2021,1,1000,610,4.30000019073486,1.14999997615814,9,52,4600,0,0.769999980926514,0.889999985694885,2,6,105247,2022,2.70000004768372,1.60000002384186,1610,16.234,18.241,,0.0500000007450581,0.0199999995529652,0.100000001490116
787,119A,25.754,26.129,0.381,2022,4400,2022,2021,1,80,30,2.5,1.13999998569489,15,58,2850,0,0.270000010728836,0.310000002384186,3,3,104336,2022,1.89999997615814,0.600000023841858,110,25.705,26.086,,0.230000004172325,0.0399999991059303,0.300000011920929
788,036B,21.764,26.91,5.179,2022,9000,2022,2020,2,180,60,2.70000004768372,1.13999998569489,11.5,57,3200,0,0.370000004768372,0.419999986886978,3,2,101660,2022,2,0.699999988079071,240,21.843,27.022,,0.109999999403954,0.0900000035762787,0.200000002980232
789,070B,5.568,5.661,0.092,2022,12000,2022,2022,0,300,220,4.30000019073486,1.14999997615814,11,100,3550,0,0.370000004768372,0.430000007152557,2,6,103121,2022,2.5,1.79999995231628,520,5.594,5.686,,0.0500000007450581,0.00999999977648258,0.100000001490116
790,050A,59.328,64.947,5.588,2022,10000,2022,2022,0,210,510,7.19999980926514,1.0900000333786,11,57,4500,0,0.280000001192093,0.310000002384186,2,2,106677,2022,2.09999990463257,5.09999990463257,720,27.551,33.139,,0.189999997615814,0.449999988079071,0.600000023841858
791,115A,4.661,5.696,0.972,2022,7700,2022,2020,2,60,80,1.79999995231628,1.08000004291534,11.5,57,2800,0,0.360000014305115,0.389999985694885,2,2,104257,2022,0.800000011920929,1,140,4.689,5.661,,0.280000001192093,0.219999998807907,0.5
792,013A,42.712,43.373,0.663,2022,2500,2022,2021,1,140,220,14.3999996185303,1.08000004291534,11.5,57,1850,0,0.180000007152557,0.189999997615814,3,2,100579,2022,5.59999990463257,8.80000019073486,360,43.344,44.007,,0.170000001788139,0.519999980926514,0.699999988079071
793,024A,264.111,265,0.918,2022,2900,2022,2021,1,110,120,8.19999980926514,1.11000001430511,15,58,1700,0,0.300000011920929,0.330000013113022,3,3,100813,2022,3.90000009536743,4.30000019073486,230,119.969,120.887,,0.0900000035762787,0.0900000035762787,0.200000002980232
794,392B,110.545,111.547,1.003,2022,9600,2022,2020,2,300,590,9.19999980926514,1.50999999046326,11.5,57,2150,0,0.589999973773956,0.889999985694885,2,2,105515,2022,3.09999990463257,6.09999990463257,890,5.085,6.088,,0.259999990463257,0.439999997615814,0.699999988079071
795,144A,11.062,16.601,5.501,2022,470,2022,2021,1,30,40,14.8000001907349,1.11000001430511,11.5,57,2050,0,0.0299999993294477,0.0299999993294477,2,2,104674,2022,6.59999990463257,8.19999980926514,70,10.915,16.416,,0.180000007152557,0.219999998807907,0.400000005960464
796,050B,318.707,321.64,2.945,2022,16000,2022,2019,3,610,670,8,1.07000005245209,8.5,57,6050,0,0.259999990463257,0.280000001192093,2,6,102325,2022,3.79999995231628,4.19999980926514,1280,3.15,6.095,,0.129999995231628,0.389999985694885,0.5
797,069A,55.309,58.389,3.083,2022,2600,2022,2022,0,90,90,7,1.27999997138977,15,57,2500,0,0.180000007152557,0.230000004172325,2,3,102932,2022,3.5,3.5,180,54.784,57.867,,0.180000007152557,0.219999998807907,0.400000005960464
798,095A,2.511,2.776,0.252,2022,32000,2022,2021,1,700,320,3.20000004768372,1.0900000333786,9,52,3600,0,0.829999983310699,0.899999976158142,2,6,103964,2022,2.20000004768372,1,1020,2.606,2.858,,0.0500000007450581,0.00999999977648258,0.100000001490116
799,083A,54.21,55.355,1.124,2022,28000,2022,2021,1,620,670,4.59999990463257,1.37000000476837,10,55,6350,0,0.490000009536743,0.670000016689301,2,6,103597,2022,2.20000004768372,2.40000009536743,1290,33.81,34.934,,0.0900000035762787,0.0399999991059303,0.100000001490116
800,115A,1.081,1.325,0.244,2022,5700,2022,2021,1,120,70,3.29999995231628,1.03999996185303,11,52,1780,0,0.370000004768372,0.379999995231628,2,6,104250,2022,2.09999990463257,1.20000004768372,190,0.98,1.224,,0.280000001192093,0.219999998807907,0.5
801,025A,14.011,14.88,0.884,2022,17000,2022,2021,1,360,1900,13.3999996185303,1.07000005245209,10.5,56,7100,0,0.280000001192093,0.300000011920929,1,1,100926,2022,2.09999990463257,11.3000001907349,2260,13.972,14.856,,0.189999997615814,0.860000014305115,1.10000002384186
802,550B,125.982,126.806,0.769,2022,15000,2022,2021,1,350,330,4.5,1.23000001907349,9.5,52,4400,0,0.340000003576279,0.419999986886978,2,6,105594,2022,2.29999995231628,2.20000004768372,680,104.234,105.003,,0.280000001192093,0.219999998807907,0.5
803,160A,83.131,83.207,0.114,2022,19000,2022,2020,2,490,400,4.69999980926514,1.21000003814697,9,54,3750,0,0.490000009536743,0.589999973773956,3,6,104808,2022,2.59999990463257,2.09999990463257,890,83.212,83.326,,0.129999995231628,0.119999997317791,0.300000011920929
804,340A,11.534,12.401,0.924,2022,14000,2022,2020,2,290,70,2.59999990463257,1.19000005722046,10,64,3600,0,0.5,0.600000023841858,2,6,105380,2022,2.09999990463257,0.5,360,11.406,12.33,,0.589999973773956,0.0599999986588955,0.699999988079071
805,128B,13.698,14.113,0.443,2022,56000,2022,2020,2,900,670,2.79999995231628,1.19000005722046,9.5,53,5700,0,0.990000009536743,1.17999994754791,2,6,104528,2022,1.60000002384186,1.20000004768372,1570,1.503,1.946,,0.219999998807907,0.0599999986588955,0.300000011920929
806,039A,3.353,7.571,4.222,2022,780,2022,2022,0,30,100,16.2999992370605,1.22000002861023,11,57,2250,0,0.0399999991059303,0.0500000007450581,1,2,101781,2022,4.09999990463257,12.1999998092651,130,3.337,7.559,,0.180000007152557,0.219999998807907,0.400000005960464
807,202A,0.19,1.22,1.007,2022,340,2022,2021,1,5,10,4.90000009536743,1.0900000333786,11.5,57,2700,0,0.0199999995529652,0.0199999995529652,2,2,105008,2022,1.60000002384186,3.29999995231628,15,0.206,1.213,,0.180000007152557,0.219999998807907,0.400000005960464
808,040C,291.444,291.946,0.497,2022,24000,2022,2020,2,500,310,3.40000009536743,1.04999995231628,10.5,53,5240,0,0.509999990463257,0.540000021457672,2,6,101905,2022,2.09999990463257,1.29999995231628,810,12.402,12.899,,0.0500000007450581,0.00999999977648258,0.100000001490116
809,063A,53.94,56.412,2.449,2022,2200,2022,2022,0,80,120,9,1.10000002384186,11,57,2400,0,0.109999999403954,0.119999997317791,1,2,102803,2022,3.70000004768372,5.30000019073486,200,54.051,56.5,,0.860000014305115,0.28999999165535,1.20000004768372
810,085L,276.071,279.622,3.516,2022,11000,2022,2022,0,500,960,13.1999998092651,1.30999994277954,11,57,3700,0,0.370000004768372,0.479999989271164,2,2,103722,2022,4.5,8.69999980926514,1460,10.133,13.649,,0.860000014305115,0.28999999165535,1.20000004768372
811,072A,4.651,5.985,1.263,2022,18000,2022,2020,2,430,180,3.40000009536743,1.1599999666214,10.5,52,2200,0,0.889999985694885,1.02999997138977,2,6,103274,2022,2.40000009536743,1,610,4.827,6.09,,0.0500000007450581,0.00999999977648258,0.100000001490116
812,009C,89.064,90.254,1.294,2022,23000,2022,2022,5,370,140,2.20000004768372,1.19000005722046,11.5,52,3550,0,0.769999980926514,0.920000016689301,1,4,000240,2022,1.60000002384186,0.600000023841858,510,24.469,25.763,,0.109999999403954,0.0199999995529652,0.100000001490116
813,095A,8.038,8.797,0.749,2022,33000,2022,2021,1,630,300,2.79999995231628,1.0900000333786,9,52,3540,0,0.870000004768372,0.949999988079071,2,6,103980,2022,1.89999997615814,0.899999976158142,930,8.115,8.864,,0.0500000007450581,0.00999999977648258,0.100000001490116
814,002A,5.617,5.756,0.14,2022,48000,2022,2021,1,1100,430,3.20000004768372,1.0900000333786,8,52,5150,0,0.779999971389771,0.850000023841858,2,6,100183,2022,2.29999995231628,0.899999976158142,1530,5.637,5.777,,0.0299999993294477,0.0199999995529652,0.100000001490116
815,024H,304.709,305.34,0.595,2022,48000,2022,2020,2,1700,1400,6.5,1.25999999046326,9,55,5800,0,0.819999992847443,1.02999997138977,2,6,106434,2022,3.5,3,3100,1.478,2.073,,0.0399999991059303,0.0299999993294477,0.100000001490116
816,287A,76.609,76.978,0.372,2022,12000,2022,2018,3,160,1400,12.8000001907349,1.10000002384186,9,55,3400,0,0.349999994039536,0.389999985694885,2,6,105192,2022,1.29999995231628,11.5,1560,76.552,76.924,,0.409999996423721,2.22000002861023,2.59999990463257
817,285A,26.829,31.257,4.468,2022,5700,2022,2022,5,140,200,5.90000009536743,1.08000004291534,11,65,2750,0,0.300000011920929,0.319999992847443,2,2,000238,2022,2.40000009536743,3.5,340,26.804,31.272,,0.230000004172325,0.0900000035762787,0.300000011920929
818,034Z,0.187,0.474,0.283,2022,7500,2022,2017,3,240,130,4.90000009536743,1.29999995231628,11,100,2650,0,0.310000002384186,0.400000005960464,2,6,101543,2022,3.20000004768372,1.70000004768372,370,0.19,0.473,,0.140000000596046,0.109999999403954,0.300000011920929
819,050Z,0,0.613,0.661,2022,5600,2022,2020,2,120,270,7,1,11.5,100,2050,0,0.310000002384186,0.310000002384186,2,2,102435,2022,2.20000004768372,4.80000019073486,390,0,0.661,,0.340000003576279,1.01999998092651,1.39999997615814
820,070A,278.548,279.086,0.518,2022,155000,2022,2018,3,5900,4700,6.80000019073486,1.16999995708466,7.5,52,12350,0,0.980000019073486,1.14999997615814,1,5,103077,2022,3.79999995231628,3,10600,279.395,279.913,,0.25,0.28999999165535,0.5
821,006D,98.735,99.114,0.377,2022,5600,2022,2021,1,220,110,5.90000009536743,1.29999995231628,11.5,57,2200,0,0.330000013113022,0.430000007152557,3,2,100292,2022,4,1.89999997615814,330,6.462,6.839,,0.280000001192093,0.219999998807907,0.5
822,045A,4.267,4.734,0.459,2022,32000,2022,2020,2,610,380,3.09999990463257,1.20000004768372,8.5,57,3680,0,0.839999973773956,1.00999999046326,2,6,102123,2022,1.89999997615814,1.20000004768372,990,4.36,4.819,,0.109999999403954,0.0700000002980232,0.200000002980232
823,013A,2.688,3.137,0.539,2022,9500,2022,2020,2,250,390,6.69999980926514,1.29999995231628,11.5,57,3650,0,0.340000003576279,0.439999997615814,3,2,100570,2022,2.59999990463257,4.09999990463257,640,2.171,2.71,,0.340000003576279,0.230000004172325,0.600000023841858
824,034A,62.081,62.507,0.428,2022,8400,2022,2020,2,130,30,1.89999997615814,1.17999994754791,15.5,58,1900,0,0.790000021457672,0.930000007152557,3,3,101412,2022,1.5,0.400000005960464,160,61.936,62.364,,0.589999973773956,0.0599999986588955,0.699999988079071
825,391A,0.038,0.182,0.188,2022,42000,2022,2022,0,670,460,2.70000004768372,1.0900000333786,10,53,5100,0,0.870000004768372,0.949999988079071,2,6,105492,2022,1.60000002384186,1.10000002384186,1130,0.048,0.236,,0.0500000007450581,0.00999999977648258,0.100000001490116
826,141A,55.505,60.213,4.642,2022,1200,2022,2022,0,50,60,9.19999980926514,1.14999997615814,11,57,1400,0,0.109999999403954,0.129999995231628,2,2,104643,2022,3.79999995231628,5.40000009536743,110,55.494,60.136,,0.25,0.25,0.5
827,050A,313.15,313.524,0.365,2022,42000,2022,2018,3,1100,970,4.80000019073486,1.23000001907349,9,57,5800,0,0.740000009536743,0.910000026226044,2,6,102315,2022,2.5,2.29999995231628,2070,280.345,280.71,,0.0700000002980232,0.0399999991059303,0.100000001490116
828,067D,77,77.29,0.281,2022,11000,2022,2022,0,280,70,3.09999990463257,1.20000004768372,15,57,3000,0,0.629999995231628,0.759999990463257,3,3,102901,2022,2.5,0.600000023841858,350,0.089,0.37,,0.589999973773956,0.0599999986588955,0.699999988079071
829,093A,1,1.419,0.434,2022,24000,2022,2022,0,790,430,5.09999990463257,1.12000000476837,9.5,55,2700,0,0.930000007152557,1.03999996185303,2,6,103924,2022,3.29999995231628,1.79999995231628,1220,1.132,1.566,,0.140000000596046,0.109999999403954,0.300000011920929
830,082A,26.731,35.283,8.491,2022,24000,2022,2020,2,740,170,3.79999995231628,1.11000001430511,12,73,5800,0,0.720000028610229,0.800000011920929,1,6,103520,2022,3.09999990463257,0.699999988079071,910,26.736,35.227,,0.140000000596046,0.0299999993294477,0.200000002980232
831,006J,407.02,424.964,17.879,2022,1900,2022,2018,3,100,330,22.2999992370605,1.11000001430511,11,57,2950,0,0.0799999982118607,0.0900000035762787,1,2,100374,2022,5,17.2999992370605,430,35.601,53.48,,0.680000007152557,2.21000003814697,2.90000009536743
832,112A,15.151,15.648,0.491,2022,4200,2022,2022,0,140,140,6.80000019073486,1.0900000333786,15,57,1900,0,0.379999995231628,0.409999996423721,2,3,104227,2022,3.40000009536743,3.40000009536743,280,15.119,15.61,,0.860000014305115,0.28999999165535,1.20000004768372
833,023A,9.571,16,6.466,2022,430,2022,2021,1,30,70,23.7999992370605,1.05999994277954,11.5,57,2850,0,0.0199999995529652,0.0199999995529652,1,2,100769,2022,7.09999990463257,16.7000007629395,100,9.565,16.031,,0.180000007152557,0.219999998807907,0.400000005960464
834,491B,36.801,37.291,0.498,2022,4900,2022,2020,2,120,760,17.8999996185303,1.16999995708466,11.5,57,2250,0,0.28999999165535,0.340000003576279,2,2,105611,2022,2.40000009536743,15.5,880,10.57,11.068,,0.0799999982118607,2.20000004768372,2.29999995231628
835,159A,18.247,18.334,0.085,2022,2600,2022,2021,1,30,30,2.59999990463257,1,11.5,57,1580,0,0.219999998807907,0.219999998807907,2,2,104764,2022,1.29999995231628,1.29999995231628,60,18.195,18.28,,0.180000007152557,0.219999998807907,0.400000005960464
836,287C,352.353,354.995,2.899,2022,8100,2022,2022,5,510,660,14.3999996185303,1.19000005722046,14.5,64,3100,0,0.479999989271164,0.569999992847443,2,2,000008,2022,6.30000019073486,8.10000038146973,1170,69.228,72.127,,0.649999976158142,0.479999989271164,1.10000002384186
837,121A,13.462,13.596,0.128,2022,50000,2022,2018,3,750,450,2.40000009536743,1.0900000333786,8,52,4250,0,0.980000019073486,1.07000005245209,2,6,104398,2022,1.5,0.899999976158142,1200,12.97,13.098,,0.0399999991059303,0.0199999995529652,0.100000001490116
838,036D,164.817,170.057,5.361,2022,720,2022,2020,2,30,240,37.5,1.12999999523163,11.5,57,2450,0,0.0399999991059303,0.0500000007450581,1,2,101708,2022,4.69999980926514,32.7999992370605,270,75.939,81.3,,1.01999998092651,0.850000023841858,1.89999997615814
839,167A,2.905,4.86,1.996,2022,200,2022,2018,3,20,10,14.8999996185303,1.05999994277954,11,57,2750,0,0.00999999977648258,0.00999999977648258,2,2,104947,2022,10,4.90000009536743,30,2.877,4.873,,0.180000007152557,0.219999998807907,0.400000005960464
840,059B,155.594,159.68,4.009,2022,290,2022,2021,1,10,40,19.1000003814697,1.08000004291534,11.5,57,2900,0,0.00999999977648258,0.00999999977648258,1,2,102590,2022,4.80000019073486,14.3000001907349,50,80.924,84.933,,0.180000007152557,0.219999998807907,0.400000005960464
841,071D,173.521,174.357,0.827,2022,2700,2022,2020,2,90,270,13.3000001907349,1.17999994754791,11.5,57,2280,0,0.159999996423721,0.189999997615814,1,2,103254,2022,3.29999995231628,10,360,71.602,72.429,,0.330000013113022,1.37000000476837,1.70000004768372
842,008A,2.902,5,2.092,2022,13000,2022,2020,2,200,90,2.20000004768372,1.0900000333786,12.5,53,4600,0,0.370000004768372,0.400000005960464,3,6,100477,2022,1.5,0.699999988079071,290,3.191,5.283,,0.109999999403954,0.0199999995529652,0.100000001490116
843,024H,303.412,304.351,1.12,2022,48000,2022,2020,2,1700,1400,6.5,1.25999999046326,9,55,5800,0,0.819999992847443,1.02999997138977,2,6,100911,2022,3.5,3,3100,0,1.12,,0.0399999991059303,0.00999999977648258,0.100000001490116
844,034B,168.469,171.015,2.605,2022,5500,2022,2021,1,150,430,10.6000003814697,1.13999998569489,11.5,57,2280,0,0.319999992847443,0.360000014305115,2,2,101473,2022,2.79999995231628,7.80000019073486,580,10.013,12.618,,0.469999998807907,3.72000002861023,4.19999980926514
845,050C,4.367,4.863,0.499,2022,12000,2022,2021,1,550,160,5.90000009536743,1.08000004291534,11,53,3580,0,0.389999985694885,0.419999986886978,2,6,102421,2022,4.59999990463257,1.29999995231628,710,4.328,4.827,,0.140000000596046,0.109999999403954,0.300000011920929
846,070A,275.565,276.258,0.684,2022,158000,2022,,4,8500,4700,8.39999961853027,1.16999995708466,7.5,53,12100,0,1.03999996185303,1.22000002861023,1,5,103072,2022,5.40000009536743,3,13200,276.413,277.097,,0.25,0.28999999165535,0.5
847,040H,413.641,425.472,11.833,2022,3600,2022,2020,2,150,1700,52.5,1.14999997615814,11.5,57,2550,0,0.189999997615814,0.219999998807907,1,2,101970,2022,4.09999990463257,48.4000015258789,1850,27.671,39.504,,0.550000011920929,2.42000007629395,3
848,085A,135.457,136.264,0.801,2022,16000,2022,2021,1,420,290,4.40000009536743,1.25,11,64,2750,0,0.819999992847443,1.02999997138977,2,6,103647,2022,2.59999990463257,1.79999995231628,710,7.878,8.679,,0.0500000007450581,0.00999999977648258,0.100000001490116
849,025A,196.141,197.188,1.076,2022,241000,2022,2022,0,8000,8000,6.59999990463257,1.25999999046326,7.5,54,21050,0,0.930000007152557,1.16999995708466,1,5,100991,2022,3.29999995231628,3.29999995231628,16000,195.941,197.017,,0.25,0.28999999165535,0.5
850,160A,232.373,232.483,0.11,2022,14000,2022,2020,2,250,310,4,1.0900000333786,9,63,3350,0,0.469999998807907,0.509999990463257,2,6,104861,2022,1.79999995231628,2.20000004768372,560,231.288,231.398,,0.140000000596046,0.230000004172325,0.400000005960464
851,034A,0,5.22,5.165,2022,6900,2022,2020,2,310,140,6.59999990463257,1.16999995708466,15.5,58,2700,0,0.46000000834465,0.540000021457672,2,3,101398,2022,4.5,2.09999990463257,450,0,5.165,,0.25,0.25,0.5
852,385C,189.259,189.347,0.093,2022,1700,2022,2020,2,90,140,13.1000003814697,1.05999994277954,11.5,57,1650,0,0.140000000596046,0.150000005960464,1,2,105456,2022,5,8.10000038146973,230,38.911,39.004,,0.319999992847443,1.17999994754791,1.5
853,135A,20.704,27.176,6.418,2022,7800,2022,2018,3,80,220,3.79999995231628,1.21000003814697,15.5,58,2000,0,0.699999988079071,0.850000023841858,3,3,104574,2022,1,2.79999995231628,300,20.608,27.026,,0.230000004172325,0.259999990463257,0.5
854,285D,238.877,245.564,6.589,2022,25000,2022,2022,5,550,480,4.09999990463257,1.1599999666214,11.5,60,5200,0,0.660000026226044,0.769999980926514,2,6,000006,2022,2.20000004768372,1.89999997615814,1030,77.017,83.606,,0.0900000035762787,0.0799999982118607,0.200000002980232
855,270A,0,0.385,0.379,2022,105000,2022,2021,1,4100,5700,9.30000019073486,1.29999995231628,7.5,52,8100,0,1.00999999046326,1.30999994277954,2,5,105074,2022,3.90000009536743,5.40000009536743,9800,0,0.379,,0.25,0.28999999165535,0.5
856,090B,86.058,86.931,0.872,2022,1400,2022,2022,0,70,10,5.69999980926514,1.12999999523163,11,57,2400,0,0.0700000002980232,0.0799999982118607,2,2,103890,2022,5,0.699999988079071,80,4.5,5.372,,0.180000007152557,0.219999998807907,0.400000005960464
857,078A,33,33.272,0.275,2022,17000,2022,2020,2,310,170,2.79999995231628,1.13999998569489,9,52,3480,0,0.46000000834465,0.519999980926514,2,6,103489,2022,1.79999995231628,1,480,32.617,32.892,,0.589999973773956,0.0599999986588955,0.699999988079071
858,006I,344.712,345.928,1.27,2022,1800,2022,2022,0,60,50,5.59999990463257,1.12999999523163,11,57,3100,0,0.0700000002980232,0.0799999982118607,1,2,100353,2022,3.09999990463257,2.5,110,1.095,2.365,,0.180000007152557,0.219999998807907,0.400000005960464
859,096C,160.952,166.114,5.126,2022,960,2022,2022,0,40,130,17.6000003814697,1.1599999666214,11,57,2950,0,0.0399999991059303,0.0500000007450581,1,2,104048,2022,4.09999990463257,13.5,170,54.961,60.087,,0.180000007152557,0.219999998807907,0.400000005960464
860,017B,69.024,69.538,0.515,2022,4800,2022,2021,1,130,200,6.80000019073486,1.12999999523163,11,53,1780,0,0.310000002384186,0.349999994039536,2,6,100695,2022,2.70000004768372,4.09999990463257,330,0,0.515,,0.28999999165535,1.00999999046326,1.29999995231628
861,470B,10.683,13.352,2.663,2022,35000,2022,,4,1200,1400,7.40000009536743,1.33000004291534,11,66,8150,0,0.620000004768372,0.819999992847443,2,6,106450,2022,3.40000009536743,4,2600,10.758,13.421,,0.209999993443489,0.100000001490116,0.300000011920929
862,145A,17.101,47.163,30.219,2022,1900,2022,2020,2,100,80,9,1.0900000333786,11.5,57,1800,0,0.140000000596046,0.150000005960464,3,2,104693,2022,5,4,180,16.51,46.729,,0.25,0.25,0.5
863,287C,314.084,314.564,0.474,2022,28000,2022,2021,1,780,390,4.19999980926514,1.20000004768372,9.5,58,3800,0,0.810000002384186,0.970000028610229,2,6,105263,2022,2.79999995231628,1.39999997615814,1170,31.177,31.651,,0.0500000007450581,0.0199999995529652,0.100000001490116
864,119B,56.202,57,0.072,2022,38000,2022,2019,3,800,570,3.59999990463257,1.1599999666214,9,57,3750,0,1.03999996185303,1.21000003814697,2,6,106645,2022,2.09999990463257,1.5,1370,11.973,12.045,,0.0500000007450581,0.00999999977648258,0.100000001490116
865,036B,36.533,37.041,0.451,2022,40000,2022,2020,2,560,480,2.59999990463257,1.11000001430511,10,57,4800,0,0.949999988079071,1.04999995231628,2,6,101675,2022,1.39999997615814,1.20000004768372,1040,36.615,37.066,,0.0900000035762787,0.0399999991059303,0.100000001490116
866,160C,349.575,350.769,1.227,2022,1800,2022,2020,2,80,80,9.39999961853027,1.05999994277954,11.5,57,2900,0,0.0799999982118607,0.0799999982118607,1,2,104893,2022,4.69999980926514,4.69999980926514,160,5.02,6.247,,0.180000007152557,0.219999998807907,0.400000005960464
867,059A,0,0.485,0.491,2022,710,2022,2020,2,40,140,26.5,1.10000002384186,11.5,57,2750,0,0.0299999993294477,0.0299999993294477,1,2,102552,2022,6.09999990463257,20.3999996185303,180,0,0.491,,0.180000007152557,0.219999998807907,0.400000005960464
